# ::id 25615010
# ::tok Am 2 . Januar hatten wir 11.340 Meilen seit unserer Abfahrt aus den Gewässern Japans zurückgelegt .
# ::alignments 0-1.1.1.1 1-1.1.1.2 3-1.1.1.3 5-1.1.3 6-1.1.4.1 7-1.1.4.2 8-1.2.1 9-1.2.2 10-1.2.3 11-1.2.4.4 13-1.2.4.2 14-1.2.4.3 15-1.1.5
# ::format ucca
(v1 / label
    :H (v2 / label
           :T (v4 / label
                  :R (v12 / label~e.0)
                  :C (v13 / label~e.1)
                  :C (v14 / label~e.3))
           :A (v5 / label~e.5)
           :A (v6 / label
                  :Q (v15 / label~e.6)
                  :C (v16 / label~e.7))
           :P (v7 / label~e.15))
    :H (v3 / label
           :R (v8 / label~e.8)
           :A (v9 / label~e.9)
           :P (v10 / label~e.10)
           :A (v11 / label
                   :C (v17 / label~e.13)
                   :E (v18 / label~e.14)
                   :R (v19 / label~e.11))))
