# ::id 25823010
# ::tok Einige wurden vor meinen Augen vom Blitz getroffen !
# ::alignments 0-1.1.2 2-1.1.4.1 3-1.1.4.2 4-1.1.4.3 5-1.1.5.2 6-1.1.5.1 7-1.1.6
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label~e.0)
           :A (v4 / label
                  :R (v7 / label~e.2)
                  :E (v8 / label~e.3)
                  :C (v9 / label~e.4))
           :A (v5 / label
                  :C (v10 / label~e.6)
                  :R (v11 / label~e.5))
           :P (v6 / label~e.7)))
