# ::id 25631007
# ::tok Ich glaube , hätte der Kanadier nicht so viel gesprochen , so hätte er mit seiner Freude den ganzen Trupp erlegt !
# ::alignments 0-1.1.1 1-1.1.2 4-1.2.2.1 5-1.2.2.2 6-1.2.3 7-1.2.4.1 8-1.2.4.2 9-1.2.5 11-1.3 13-1.4.1 14-1.4.2.1 15-1.4.2.2 16-1.4.2.3 17-1.4.3.1 18-1.4.3.2 19-1.4.3.3 20-1.4.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v6 / label~e.0)
           :P (v7 / label~e.1))
    :H (v3 / label
           :A (v8 / label
                  :E (v16 / label~e.4)
                  :C (v17 / label~e.5))
           :D (v9 / label~e.6)
           :D (v10 / label
                   :E (v18 / label~e.7)
                   :C (v19 / label~e.8))
           :P (v11 / label~e.9))
    :L (v4 / label~e.11)
    :H (v5 / label
           :A (v12 / label~e.13)
           :A (v13 / label
                   :R (v20 / label~e.14)
                   :E (v21 / label~e.15)
                   :C (v22 / label~e.16))
           :A (v14 / label
                   :E (v23 / label~e.17)
                   :E (v24 / label~e.18)
                   :C (v25 / label~e.19))
           :P (v15 / label~e.20)))
