# ::id 25641019
# ::tok Würde er endlich in den Pazifik zurückkehren , wo seine " Nautilus " leichte und ungestörte Fahrt hatte ?
# ::alignments 1-1.1.2 2-1.1.3 3-1.1.4.1 4-1.1.4.2 5-1.1.4.3 6-1.1.5 8-1.2 9-1.3.5.1 11-1.3.5.2 13-1.3.6.1 14-1.3.6.2 15-1.3.6.3 16-1.3.1
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label~e.1)
           :D (v6 / label~e.2)
           :A (v7 / label
                  :R (v12 / label~e.3)
                  :E (v13 / label~e.4)
                  :C (v14 / label~e.5))
           :P (v8 / label~e.6))
    :L (v3 / label~e.8)
    :H (v4 / label
           :P (v9 / label~e.16)
           :A (v10 / label
                   :E (v15 / label~e.9)
                   :C (v16 / label~e.11))
           :D (v11 / label
                   :C (v17 / label~e.13)
                   :N (v18 / label~e.14)
                   :C (v19 / label~e.15))))
