# ::id 2505000000
# ::tok » Mein Herr hat gut geschlafen ? « fragte mich Conseil mit seiner täglichen Höflichkeit . »
# ::alignments 1-1.1.5.1.1 2-1.1.5.1.2 4-1.1.5.3 5-1.1.5.4 8-1.1.6 9-1.1.7 10-1.1.8 11-1.1.1.1 12-1.1.1.2 13-1.1.1.3 14-1.1.1.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :R (v8 / label~e.11)
                  :A (v9 / label~e.12)
                  :D (v10 / label~e.13)
                  :S (v11 / label~e.14))
           :A (v4 / label
                  :A (v12 / label
                          :A (v15 / label~e.1)
                          :A (v16 / label~e.2))
                  :D (v13 / label~e.4)
                  :P (v14 / label~e.5))
           :P (v5 / label~e.8)
           :A (v6 / label~e.9)
           :A (v7 / label~e.10)))
