# ::id 25615003
# ::tok Ich denke also , wenn 's meinem Herrn beliebt , ein gutes Jahr wäre ein Jahr , das uns alles zu sehen vergönnte ... « » Alles zu sehen , Conseil ? Das würde vielleicht zu lange dauern . Aber was hält Meister Ned Land davon ? « »
# ::alignments 0-1.1.3.1.1 1-1.1.3.1.2 2-1.1.3.2 4-1.1.3.3 5-1.1.3.4.1 6-1.1.3.4.2.1 7-1.1.3.4.2.2 8-1.1.3.4.3 11-1.1.3.1.3.1.2.2 12-1.1.3.1.3.1.3 13-1.1.3.1.3.2 15-1.1.3.1.3.3.2 17-1.1.3.1.3.3.3.2 18-1.1.3.1.3.3.3.3 19-1.1.3.1.3.3.3.4 21-1.1.3.1.3.3.3.6 22-1.1.3.1.3.3.3.7 26-1.2.3.1.1 28-1.2.3.1.3 30-1.2.3.1.4 32-1.2.3.2.1 33-1.2.3.2.2 34-1.2.3.2.3 35-1.2.3.2.4.1 36-1.2.3.2.4.2 37-1.2.3.2.5 39-1.2.3.3 40-1.2.3.4.1 41-1.2.3.4.2 42-1.2.3.4.3.1.1 43-1.2.3.4.3.2 44-1.2.3.4.3.2 45-1.2.3.4.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :P (v4 / label)
           :A (v5 / label)
           :A (v6 / label
                  :H (v10 / label
                          :A (v18 / label~e.0)
                          :P (v19 / label~e.1)
                          :A (v20 / label
                                  :A (v36 / label
                                          :E (v45 / label
                                                  :A (v46 / label~e.12)
                                                  :S (v50 / label~e.11))
                                          :C v46)
                                  :S (v37 / label~e.13)
                                  :A (v38 / label
                                          :C (v47 / label~e.15)
                                          :E (v48 / label
                                                  :A v47
                                                  :R (v51 / label~e.17)
                                                  :A (v52 / label~e.18)
                                                  :A (v53 / label~e.19)
                                                  :P (v54 / label~e.21)
                                                  :D (v55 / label~e.22)))))
                  :L (v11 / label~e.2)
                  :L (v12 / label~e.4)
                  :H (v13 / label
                          :A (v21 / label~e.5)
                          :A (v22 / label
                                  :A (v39 / label~e.6)
                                  :A (v40 / label~e.7))
                          :P (v23 / label~e.8))))
    :H (v3 / label
           :P (v7 / label)
           :A (v8 / label)
           :A (v9 / label
                  :H (v14 / label
                          :A (v24 / label~e.26)
                          :P (v25 / label~e.28)
                          :G (v26 / label~e.30))
                  :H (v15 / label
                          :A (v27 / label~e.32)
                          :D (v28 / label~e.33)
                          :G (v29 / label~e.34)
                          :D (v30 / label
                                  :E (v41 / label~e.35)
                                  :C (v42 / label~e.36))
                          :P (v31 / label~e.37))
                  :L (v16 / label~e.39)
                  :H (v17 / label
                          :A (v32 / label~e.40)
                          :P (v33 / label~e.41)
                          :A (v34 / label
                                  :E (v43 / label
                                          :A (v49 / label~e.42))
                                  :C (v44 / label~e.43,44))
                          :A (v35 / label~e.45)))))
