# ::id 25810000
# ::tok »Nun denn ! Wenn s meinem Herrn beliebt« , versetzte ruhig Conseil , »ist da nicht der Kalmar Bouguer , so ist s doch ein Bruder von ihm.«
# ::alignments 3-1.1.1.5.2 5-1.1.1.5.4.1 6-1.1.1.5.4.2 7-1.1.1.5.5 9-1.1.4 10-1.1.5 11-1.1.6 14-1.1.1.1.2 15-1.1.1.1.3 16-1.1.1.1.4.1 17-1.1.1.1.4.2 18-1.1.1.1.4.2 20-1.1.1.2 21-1.1.1.3.1 23-1.1.1.3.3 24-1.1.1.3.4.1 25-1.1.1.3.4.2 26-1.1.1.3.5.1 27-1.1.1.3.5.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :H (v7 / label
                         :S (v11 / label~e.14)
                         :D (v12 / label~e.15)
                         :A (v13 / label
                                 :E (v21 / label~e.16)
                                 :C (v22 / label~e.17,18)))
                  :L (v8 / label~e.20)
                  :H (v9 / label
                         :S (v14 / label~e.21)
                         :D (v15 / label~e.23)
                         :A (v16 / label
                                 :E (v23 / label~e.24)
                                 :C (v24 / label~e.25))
                         :A (v17 / label
                                 :R (v25 / label~e.26)
                                 :C (v26 / label~e.27)))
                  :H (v10 / label
                          :D (v18 / label~e.3)
                          :A (v19 / label
                                  :E (v27 / label~e.5)
                                  :C (v28 / label~e.6))
                          :S (v20 / label~e.7)))
           :P (v4 / label~e.9)
           :D (v5 / label~e.10)
           :A (v6 / label~e.11)))
