# ::id 25739007
# ::tok Ich sah auf das Manometer und fand , dass die ›Nautilus‹ auf der Oberfläche des Meeres schwamm .
# ::alignments 0-1.1.1 1-1.1.2 2-1.1.3.1 4-1.1.3.3 5-1.2 6-1.3.3 8-1.3.4.5 10-1.3.4.1.2 11-1.3.4.2.1 13-1.3.4.2.3 14-1.3.4.2.4.1 15-1.3.4.2.4.2 16-1.3.4.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label~e.0)
           :P (v6 / label~e.1)
           :A (v7 / label
                  :R (v10 / label~e.2)
                  :C (v11 / label~e.4)))
    :L (v3 / label~e.5)
    :H (v4 / label
           :A v5
           :P (v8 / label~e.6)
           :A (v9 / label
                  :A (v12 / label
                          :C (v16 / label~e.10))
                  :A (v13 / label
                          :R (v17 / label~e.11)
                          :C (v18 / label~e.13)
                          :E (v19 / label
                                  :R (v20 / label~e.14)
                                  :C (v21 / label~e.15)))
                  :P (v14 / label~e.16)
                  :R (v15 / label~e.8))))
