# ::id 25490007
# ::tok Der Stew-ard hatte nur während unseres Schlafs die Tafel abgedeckt .
# ::alignments 0-1.1.1.1 1-1.1.1.2 3-1.1.3 4-1.2.2.1 5-1.2.2.2 6-1.2.2.3 7-1.1.4.1 8-1.1.4.2 9-1.1.5
(v1 / label
    :H (v2 / label
           :A (v4 / label
                  :E (v10 / label~e.0)
                  :C (v11 / label~e.1))
           :D (v5 / label~e.3)
           :A (v6 / label
                  :E (v12 / label~e.7)
                  :C (v13 / label~e.8))
           :P (v7 / label~e.9))
    :H (v3 / label
           :A (v8 / label)
           :P (v9 / label
                  :R (v14 / label~e.4)
                  :E (v15 / label~e.5)
                  :C (v16 / label~e.6))))
