# ::id 25521004
# ::tok Zur Zeit der geologischen Epochen folgte auf die Periode des Feuers die des Wassers .
# ::alignments 0-1.1.1.1.1 1-1.1.1.1.2 2-1.1.1.2 3-1.1.1.3 4-1.1.1.4 5-1.1.2 6-1.1.3.1 7-1.1.3.3 8-1.1.3.4 9-1.1.3.2.1 10-1.1.3.2.2 11-1.1.4.4 12-1.1.4.1 13-1.1.4.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :E (v7 / label
                         :R (v18 / label~e.0)
                         :C (v19 / label~e.1))
                  :R (v8 / label~e.2)
                  :E (v9 / label~e.3)
                  :C (v10 / label~e.4))
           :P (v4 / label~e.5)
           :A (v5 / label
                  :R (v11 / label~e.6)
                  :E (v12 / label
                          :R (v20 / label~e.9)
                          :C (v21 / label~e.10))
                  :E (v13 / label~e.7)
                  :C (v14 / label~e.8))
           :A (v6 / label
                  :R (v15 / label~e.12)
                  :C (v16 / label~e.13)
                  :R (v17 / label~e.11))))
