# ::id 25610010
# ::tok Im Jahr 1791 rüstete die französische Regierung , die mit Recht um das Schicksal der beiden Corvetten besorgt war , zwei große Schiffe aus , " Recherche " und " Espérance " , die am 28 . September unter dem Kommandanten Bruni d'Entrecasteaux von Brest absegelten .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.3 3-1.1.2 5-1.1.3.2.2 6-1.1.3.3 8-1.1.3.4.2 9-1.1.3.4.3.1 10-1.1.3.4.3.2 11-1.1.3.4.4.1 13-1.1.3.4.4.2.2 14-1.1.3.4.4.3.1 15-1.1.3.4.4.3.2 16-1.1.3.4.4.3.3 17-1.1.3.4.5 20-1.1.7.1 21-1.1.7.2.2 22-1.1.7.3 23-1.1.2 26-1.1.7.4.1.1 28-1.1.7.4.1.2 30-1.1.7.4.1.3 33-1.1.7.4.2.2 34-1.1.7.4.2.3.1 35-1.1.7.4.2.3.2 37-1.1.7.4.2.3.3 38-1.1.7.4.2.4.1 40-1.1.7.4.2.4.2.1.2 41-1.1.7.4.2.4.3 42-1.1.7.4.2.4.3 43-1.1.7.4.2.4.4.1 44-1.1.7.4.2.4.4.2 45-1.1.7.4.2.5
# ::format ucca
(v1 / label
    :H (v2 / label
           :T (v3 / label
                  :R (v7 / label~e.0)
                  :C (v8 / label~e.1)
                  :C (v9 / label~e.2))
           :P (v4 / label~e.3,23)
           :A (v5 / label
                  :E (v10 / label
                          :A (v11 / label~e.6)
                          :S (v17 / label~e.5))
                  :C v11
                  :E (v12 / label
                          :A v11
                          :R (v18 / label~e.8)
                          :D (v19 / label
                                  :R (v25 / label~e.9)
                                  :C (v26 / label~e.10))
                          :A (v20 / label
                                  :R (v27 / label~e.11)
                                  :P (v28 / label
                                          :C (v37 / label~e.13))
                                  :A (v29 / label
                                          :R (v38 / label~e.14)
                                          :Q (v39 / label~e.15)
                                          :C (v40 / label~e.16)))
                          :S (v21 / label~e.17)))
           :A (v6 / label
                  :Q (v13 / label~e.20)
                  :E (v14 / label
                          :A (v15 / label~e.22)
                          :S (v22 / label~e.21))
                  :C v15
                  :E (v16 / label
                          :C (v23 / label
                                  :C (v30 / label~e.26)
                                  :N (v31 / label~e.28)
                                  :C (v32 / label~e.30))
                          :E (v24 / label
                                  :A v15
                                  :R (v33 / label~e.33)
                                  :T (v34 / label
                                          :R (v41 / label~e.34)
                                          :C (v42 / label~e.35)
                                          :C (v43 / label~e.37))
                                  :A (v35 / label
                                          :R (v44 / label~e.38)
                                          :E (v45 / label
                                                  :A (v48 / label
                                                          :C (v51 / label~e.40)))
                                          :C (v46 / label~e.41,42)
                                          :E (v47 / label
                                                  :R (v49 / label~e.43)
                                                  :C (v50 / label~e.44)))
                                  :P (v36 / label~e.45))))))
