# ::id 25524006
# ::tok An dem auf der Karte bezeichneten Punkt nun fließt einer jener Ströme , der Schwarze Fluß , von den Japanesen Kuro-Scivo genannt , der vom Bengalischen Golf her , wo die senkrechten Strahlen der tropischen Sonne ihn wärmen , durch die Enge von Malakka hindurch , längs der Küste Asiens fortläuft , dann im Norden des Pazifiks in runder Krümmung bis zur Aleutengruppe hinzieht , Stämme von Kampfer bäumen und andere indische Produkte mit sich fortwälzt und mit dem puren Indigo seiner warmen Gewässer von den Fluten des Ozeans absticht .
# ::alignments 0-1.1.2.1 2-1.1.2.3.2.1 4-1.1.2.3.2.3 5-1.1.2.3.3 6-1.1.2.4 8-1.1.4 10-1.1.5.2 11-1.1.5.3 14-1.4.1 15-1.4.1 17-1.1.5.5.2.1 19-1.1.5.5.2.3 20-1.1.5.5.3 21-1.1.5.5.4 23-1.1.6.1 24-1.1.6.2.1 25-1.1.6.2.2 26-1.1.6.2.3 27-1.1.6.3 29-1.2 31-1.3.1.2.2 32-1.3.1.3 33-1.3.1.4.1 34-1.3.1.4.2.2 35-1.3.1.4.3 36-1.3.2 37-1.3.3 39-1.4.2.1 41-1.4.2.3 42-1.4.2.4.1 43-1.4.2.4.2 44-1.4.3 46-1.5.2.1 48-1.5.2.3 49-1.5.2.4 50-1.5.3 52-1.6 53-1.7.2.1 54-1.7.2.2 55-1.7.2.3.1 56-1.7.2.3.2 57-1.7.3.1 58-1.7.3.2 59-1.7.3.3 60-1.7.4.1 61-1.7.4.2 62-1.7.4.3 63-1.7.5 65-1.8.2.1.1 66-1.8.2.1.2.1 67-1.8.2.1.2.2 68-1.8.2.1.2.3 69-1.8.2.2 70-1.8.2.3.1 71-1.8.2.3.2 72-1.8.2.3.3 73-1.8.3.1 74-1.8.3.2 75-1.8.4 76-1.9 77-1.10.3.1 79-1.10.3.3.2 80-1.10.3.4 81-1.10.3.5.1 82-1.10.3.5.2.2 83-1.10.3.5.3 84-1.10.4.1 86-1.10.4.3 87-1.10.4.4.1 88-1.10.4.4.2 89-1.10.5
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v12 / label
                   :R (v34 / label~e.0)
                   :E (v35 / label
                           :A (v36 / label~e.6)
                           :A (v74 / label
                                   :R (v101 / label~e.2)
                                   :C (v102 / label~e.4))
                           :S (v75 / label~e.5))
                   :C v36)
           :P (v13 / label~e.8)
           :A (v14 / label
                   :E (v37 / label~e.10)
                   :C (v38 / label~e.11)
                   :E (v39 / label
                           :C (v19 / label~e.14,15))
                   :E (v40 / label
                           :A v38
                           :A (v76 / label
                                   :R (v103 / label~e.17)
                                   :C (v104 / label~e.19))
                           :A (v77 / label~e.20)
                           :S (v78 / label~e.21)))
           :A (v15 / label
                   :C (v41 / label~e.23)
                   :E (v42 / label
                           :R (v79 / label~e.24)
                           :C (v80 / label~e.25)
                           :E (v81 / label~e.26))
                   :R (v43 / label~e.27)))
    :L (v3 / label~e.29)
    :H (v4 / label
           :A (v16 / label
                   :E (v44 / label
                           :A (v45 / label~e.32)
                           :S (v82 / label~e.31))
                   :C v45
                   :E (v46 / label
                           :R (v83 / label~e.33)
                           :E (v84 / label
                                   :A (v85 / label~e.35)
                                   :S (v105 / label~e.34))
                           :C v85))
           :A (v17 / label~e.36)
           :P (v18 / label~e.37))
    :H (v5 / label
           :A v19
           :A (v20 / label
                   :R (v47 / label~e.39)
                   :C (v48 / label~e.41)
                   :E (v49 / label
                           :R (v86 / label~e.42)
                           :C (v87 / label~e.43)))
           :P (v21 / label~e.44))
    :H (v6 / label
           :A v19
           :A (v22 / label
                   :R (v50 / label~e.46)
                   :C (v51 / label~e.48)
                   :E (v52 / label~e.49))
           :P (v23 / label~e.50))
    :L (v7 / label~e.52)
    :H (v8 / label
           :A v19
           :A (v24 / label
                   :R (v53 / label~e.53)
                   :C (v54 / label~e.54)
                   :E (v55 / label
                           :R (v88 / label~e.55)
                           :C (v89 / label~e.56)))
           :A (v25 / label
                   :R (v56 / label~e.57)
                   :D (v57 / label~e.58)
                   :S (v58 / label~e.59))
           :A (v26 / label
                   :R (v59 / label~e.60)
                   :E (v60 / label~e.61)
                   :C (v61 / label~e.62))
           :S (v27 / label~e.63))
    :H (v9 / label
           :A v19
           :A (v28 / label
                   :C (v62 / label
                           :C (v90 / label~e.65)
                           :E (v91 / label
                                   :R (v106 / label~e.66)
                                   :E (v107 / label~e.67)
                                   :C (v108 / label~e.68)))
                   :N (v63 / label~e.69)
                   :C (v64 / label
                           :E (v92 / label~e.70)
                           :E (v93 / label~e.71)
                           :C (v94 / label~e.72)))
           :A (v29 / label
                   :R (v65 / label~e.73)
                   :C (v66 / label~e.74))
           :P (v30 / label~e.75))
    :L (v10 / label~e.76)
    :H (v11 / label
            :A v19
            :A (v31 / label
                    :R (v67 / label~e.77)
                    :E (v68 / label
                            :A (v69 / label~e.80)
                            :S (v95 / label~e.79))
                    :C v69
                    :E (v70 / label
                            :R (v96 / label~e.81)
                            :E (v97 / label
                                    :A (v98 / label~e.83)
                                    :S (v109 / label~e.82))
                            :C v98))
            :A (v32 / label
                    :R (v71 / label~e.84)
                    :C (v72 / label~e.86)
                    :E (v73 / label
                            :R (v99 / label~e.87)
                            :C (v100 / label~e.88)))
            :P (v33 / label~e.89)))
