# ::id 25824014
# ::tok Zähle nur immer , Conseil . Aber du wirst schneller fertig , wenn du mir glaubst . Übrigens werden sie von Franzosen , Engländern , Amerikanern , Dänen , Norwegern zu Tausenden weggefischt . Man verzehrt sie in unglaublicher Menge , und wäre nicht die Fruchtbarkeit dieser Fische so erstaunlich , so wären diese Meere bald entvölkert . So sind allein in England und Amerika 75.000 Mann auf 5.000 Schiffen mit dem Fang des Kabeljaus beschäftigt . Jedes Schiff liefert deren durchschnittlich 40.000 , das macht 25 Millionen . An den norwegischen Küsten dasselbe Ergebnis . « »
# ::alignments 0-1.1.3.24.2 1-1.1.3.24.3 2-1.1.3.24.4 4-1.1.3.24.5 6-1.1.3.1 7-1.1.3.2.1 9-1.1.3.2.3 10-1.1.3.2.4 12-1.1.3.6 13-1.1.3.7.1 14-1.1.3.7.2 15-1.1.3.7.3 17-1.1.3.13.1 19-1.1.3.13.3 20-1.1.3.13.4.1 21-1.1.3.13.4.2 23-1.1.3.13.4.3 25-1.1.3.13.4.4 27-1.1.3.13.4.5 29-1.1.3.13.4.6 30-1.1.3.13.5.1 31-1.1.3.13.5.2 32-1.1.3.13.6 34-1.1.3.15.1 35-1.1.3.15.2 36-1.1.3.15.3 37-1.1.3.15.4.3 38-1.1.3.15.4.1 39-1.1.3.15.4.2 41-1.1.3.16 42-1.1.3.17.1 43-1.1.3.17.2 44-1.1.3.17.3.1.1 45-1.1.3.17.3.1.2 46-1.1.3.17.3.2.1 47-1.1.3.17.3.2.2 48-1.1.3.17.4 49-1.1.3.17.5 51-1.1.3.18 52-1.1.3.19.1 53-1.1.3.19.2.1 54-1.1.3.19.2.2 55-1.1.3.19.3 56-1.1.3.19.4 58-1.1.3.20 60-1.1.3.21.2 61-1.1.3.21.3.1 62-1.1.3.21.3.2 63-1.1.3.21.3.3 64-1.1.3.21.3.4 65-1.1.3.21.4.1 66-1.1.3.21.4.2 67-1.1.3.21.5.1 68-1.1.3.21.5.2 69-1.1.3.21.5.3 70-1.1.3.21.6.2 71-1.1.3.21.6.3.1 72-1.1.3.21.6.3.2 73-1.1.3.21.6.4.1 74-1.1.3.21.6.4.2 75-1.1.3.21.7 77-1.1.3.22.2.1 78-1.1.3.22.2.2 79-1.1.3.22.3 80-1.1.3.22.4 81-1.1.3.22.5 82-1.1.3.22.6.2 84-1.1.3.22.7.1 85-1.1.3.22.7.2 86-1.1.3.22.7.3 87-1.1.3.22.7.3 89-1.1.3.23.4.1 90-1.1.3.23.4.2 91-1.1.3.23.4.3 92-1.1.3.23.4.4 93-1.1.3.23.5 94-1.1.3.23.6
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label)
           :P (v4 / label)
           :A (v5 / label
                  :L (v6 / label~e.6)
                  :H (v7 / label
                         :A (v21 / label~e.7)
                         :D (v22 / label~e.9)
                         :S (v23 / label~e.10))
                  :L (v8 / label~e.12)
                  :H (v9 / label
                         :A (v24 / label~e.13)
                         :A (v25 / label~e.14)
                         :S (v26 / label~e.15))
                  :H (v10 / label
                          :G (v27 / label~e.17)
                          :A (v28 / label~e.19)
                          :A (v29 / label
                                  :R (v64 / label~e.20)
                                  :C (v65 / label~e.21)
                                  :C (v66 / label~e.23)
                                  :C (v67 / label~e.25)
                                  :C (v68 / label~e.27)
                                  :C (v69 / label~e.29))
                          :D (v30 / label
                                  :R (v70 / label~e.30)
                                  :C (v71 / label~e.31))
                          :P (v31 / label~e.32))
                  :H (v11 / label
                          :A (v32 / label~e.34)
                          :P (v33 / label~e.35)
                          :A (v34 / label~e.36)
                          :A (v35 / label
                                  :E (v72 / label~e.38)
                                  :C (v73 / label~e.39)
                                  :R (v74 / label~e.37)))
                  :L (v12 / label~e.41)
                  :H (v13 / label
                          :D (v36 / label~e.42)
                          :D (v37 / label~e.43)
                          :A (v38 / label
                                  :S (v75 / label
                                          :E (v103 / label~e.44)
                                          :C (v104 / label~e.45))
                                  :A (v76 / label
                                          :R (v105 / label~e.46)
                                          :C (v106 / label~e.47)))
                          :D (v39 / label~e.48)
                          :S (v40 / label~e.49)
                          :A v32)
                  :L (v14 / label~e.51)
                  :H (v15 / label
                          :D (v41 / label~e.52)
                          :A (v42 / label
                                  :E (v77 / label~e.53)
                                  :C (v78 / label~e.54))
                          :D (v43 / label~e.55)
                          :S (v44 / label~e.56))
                  :L (v16 / label~e.58)
                  :H (v17 / label
                          :D (v45 / label~e.60)
                          :A (v46 / label
                                  :R (v79 / label~e.61)
                                  :C (v80 / label~e.62)
                                  :N (v81 / label~e.63)
                                  :C (v82 / label~e.64))
                          :A (v47 / label
                                  :E (v83 / label~e.65)
                                  :C (v84 / label~e.66))
                          :A (v48 / label
                                  :R (v85 / label~e.67)
                                  :E (v86 / label~e.68)
                                  :C (v87 / label~e.69))
                          :A (v49 / label
                                  :A (v88 / label)
                                  :R (v89 / label~e.70)
                                  :P (v90 / label
                                          :E (v107 / label~e.71)
                                          :C (v108 / label~e.72))
                                  :A (v91 / label
                                          :R (v109 / label~e.73)
                                          :C (v110 / label~e.74)))
                          :S (v50 / label~e.75))
                  :H (v18 / label
                          :A (v51 / label
                                  :E (v92 / label~e.77)
                                  :C (v93 / label~e.78))
                          :P (v52 / label~e.79)
                          :A (v53 / label~e.80)
                          :D (v54 / label~e.81)
                          :A (v55 / label
                                  :C (v94 / label)
                                  :E (v95 / label~e.82))
                          :A (v56 / label
                                  :A (v96 / label~e.84)
                                  :S (v97 / label~e.85)
                                  :A (v98 / label~e.86,87)))
                  :H (v19 / label
                          :A (v57 / label
                                  :R (v99 / label~e.89)
                                  :E (v100 / label~e.90)
                                  :E (v101 / label~e.91)
                                  :C (v102 / label~e.92))
                          :D (v58 / label~e.93)
                          :S (v59 / label~e.94))
                  :H (v20 / label
                          :P (v60 / label~e.0)
                          :D (v61 / label~e.1)
                          :D (v62 / label~e.2)
                          :G (v63 / label~e.4)))))
