# ::id 25825007
# ::tok Von da an richtete sie ihre Fahrt östlich , als wollte sie der telegrafischen Hochfläche folgen , worauf das Kabel ruht .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.1 3-1.1.2 4-1.1.3 5-1.1.4.1 6-1.1.4.2 7-1.1.5 9-1.2 10-1.3.3 11-1.3.4 12-1.3.5.1 13-1.3.5.2 14-1.3.5.3 15-1.3.1 17-1.3.5.4.2 18-1.3.5.4.3.1 19-1.3.5.4.3.2 20-1.3.5.4.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label
                  :R (v14 / label~e.0,2)
                  :C (v15 / label~e.1))
           :S (v6 / label~e.3)
           :A (v7 / label~e.4)
           :A (v8 / label
                  :E (v16 / label~e.5)
                  :C (v17 / label~e.6))
           :D (v9 / label~e.7))
    :L (v3 / label~e.9)
    :H (v4 / label
           :P (v10 / label~e.15)
           :D (v11 / label~e.10)
           :A (v12 / label~e.11)
           :A (v13 / label
                   :R (v18 / label~e.12)
                   :E (v19 / label~e.13)
                   :C (v20 / label~e.14)
                   :E (v21 / label
                           :A v20
                           :R (v22 / label~e.17)
                           :A (v23 / label
                                   :E (v25 / label~e.18)
                                   :C (v26 / label~e.19))
                           :S (v24 / label~e.20)))))
