# ::id 25797012
# ::tok Von der Bemannung nicht ein einziger ; auch Kapitän Nemo nicht . Sonderbar genug begnügten sich die Seeleute mit der innen befind-lichen Luft .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.3 3-1.1.2 4-1.1.3.1 5-1.1.3.2 7-1.2 8-1.3.1.1 9-1.3.1.2 10-1.3.2 12-1.4.5 13-1.4.1 14-1.4.2 15-1.4.2 16-1.4.3.1 17-1.4.3.2 18-1.4.4.1 19-1.4.4.3 20-1.4.4.2.1 21-1.4.4.2.2 22-1.4.4.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v6 / label
                  :R (v16 / label~e.0)
                  :E (v17 / label~e.1)
                  :C (v18 / label~e.2))
           :D (v7 / label~e.3)
           :A (v8 / label
                  :E (v19 / label~e.4)
                  :C (v20 / label~e.5)))
    :L (v3 / label~e.7)
    :H (v4 / label
           :A (v9 / label
                  :E (v21 / label~e.8)
                  :C (v22 / label~e.9))
           :D (v10 / label~e.10))
    :H (v5 / label
           :D (v11 / label~e.13)
           :P (v12 / label~e.14,15)
           :A (v13 / label
                   :E (v23 / label~e.16)
                   :C (v24 / label~e.17))
           :A (v14 / label
                   :R (v25 / label~e.18)
                   :E (v26 / label
                           :D (v29 / label~e.20)
                           :S (v30 / label~e.21)
                           :A (v28 / label~e.22))
                   :E (v27 / label~e.19)
                   :C v28)
           :D (v15 / label~e.12)))
