# ::id 25704010
# ::tok Es kam von Zeit zu Zeit zum Atmen an die Oberfläche ; es war durch die Wunde nicht entkräftet , denn es schwamm äußerst schnell .
# ::alignments 0-1.1.1 1-1.1.2 2-1.1.3 3-1.1.3 4-1.1.3 5-1.1.3 6-1.2.1.1 7-1.2.1.2 8-1.1.4.1 9-1.1.4.2 10-1.1.4.3 12-1.3.1 14-1.3.3.1 15-1.3.3.2 16-1.3.3.3 17-1.3.4 18-1.3.5 20-1.4 21-1.5.1 22-1.5.2 23-1.5.3.1 24-1.5.3.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v7 / label~e.0)
           :P (v8 / label~e.1)
           :T (v9 / label~e.2,3,4,5)
           :A (v10 / label
                   :R (v19 / label~e.8)
                   :E (v20 / label~e.9)
                   :C (v21 / label~e.10)))
    :H (v3 / label
           :P (v11 / label
                   :R (v22 / label~e.6)
                   :C (v23 / label~e.7))
           :A v7)
    :H (v4 / label
           :A (v12 / label~e.12)
           :A (v13 / label
                   :R (v24 / label~e.14)
                   :E (v25 / label~e.15)
                   :C (v26 / label~e.16))
           :D (v14 / label~e.17)
           :S (v15 / label~e.18))
    :L (v5 / label~e.20)
    :H (v6 / label
           :A (v16 / label~e.21)
           :P (v17 / label~e.22)
           :D (v18 / label
                   :E (v27 / label~e.23)
                   :C (v28 / label~e.24))))
