# ::id 25791003
# ::tok Was konnten wir bei dieser neuen und dringenden Gefahr für Aussicht auf Rettung haben , und wie konnten wir das Einfrieren vermeiden , wodurch die Wände der Nautilus wie Glas zersprengt würden ?
# ::alignments 0-1.1.1.1 1-1.1.2 2-1.1.3 3-1.1.4.1 4-1.1.4.2.1 5-1.1.4.3.1 6-1.1.4.3.2 7-1.1.4.3.3 8-1.1.4.2.2 9-1.1.1.1 10-1.1.1.2 11-1.1.5.2 12-1.1.5.3 15-1.2 16-1.3.1 17-1.3.2 18-1.3.3 19-1.3.4.1.2.1 20-1.3.4.2.6 21-1.3.5 23-1.3.4.2.1 24-1.3.4.2.2.2 25-1.3.4.2.2.3 26-1.3.4.2.2.1.1 27-1.3.4.2.2.1.2 28-1.3.4.2.3.1 29-1.3.4.2.3.2 30-1.3.4.2.4
(v1 / label
    :H (v2 / label
           :S (v5 / label
                  :E (v15 / label~e.0,9)
                  :C (v16 / label~e.10))
           :D (v6 / label~e.1)
           :A (v7 / label~e.2)
           :A (v8 / label
                  :R (v17 / label~e.3)
                  :A (v18 / label
                          :E (v24 / label~e.4)
                          :C (v25 / label~e.8))
                  :S (v19 / label
                          :C (v26 / label~e.5)
                          :N (v27 / label~e.6)
                          :C (v28 / label~e.7)))
           :A (v9 / label
                  :A v7
                  :R (v20 / label~e.11)
                  :P (v21 / label~e.12)))
    :L (v3 / label~e.15)
    :H (v4 / label
           :D (v10 / label~e.16)
           :D (v11 / label~e.17)
           :A (v12 / label~e.18)
           :A (v13 / label
                   :C (v22 / label
                           :A (v29 / label)
                           :P (v30 / label
                                   :E (v36 / label~e.19)
                                   :C (v35 / label~e.20)))
                   :E (v23 / label
                           :R (v31 / label~e.23)
                           :A (v32 / label
                                   :E (v37 / label
                                           :R (v42 / label~e.26)
                                           :C (v43 / label~e.27))
                                   :E (v38 / label~e.24)
                                   :C (v39 / label~e.25))
                           :A (v33 / label
                                   :R (v40 / label~e.28)
                                   :C (v41 / label~e.29))
                           :P (v34 / label~e.30)
                           :A v35))
           :P (v14 / label~e.21)))
