# ::id 25758009
# ::tok Ach ! « rief er aus , » es ist nicht mehr ein Tier ; es sind 10 , 20 , eine ganze Herde ! Und nichts tun zu können ! « »
# ::alignments 0-1.1.5.1 3-1.1.6 4-1.1.7 5-1.1.6 9-1.1.5.2.2 10-1.1.5.2.3.1 11-1.1.5.2.3.2 13-1.1.5.2.4.2 16-1.1.5.3.2 17-1.1.5.3.3.1 19-1.1.5.3.4.1 22-1.1.5.3.5.2 23-1.1.5.3.5.3 25-1.1.5.4 26-1.1.5.5.2 27-1.1.5.5.3 29-1.1.5.5.5
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :H (v6 / label~e.0)
                  :H (v7 / label
                         :S (v11 / label~e.9)
                         :D (v12 / label
                                 :C (v22 / label~e.10)
                                 :E (v23 / label~e.11))
                         :A (v13 / label
                                 :C (v24 / label~e.13)))
                  :H (v8 / label
                         :S (v14 / label~e.16)
                         :A (v15 / label
                                 :Q (v25 / label~e.17)
                                 :C v24)
                         :A (v16 / label
                                 :Q (v26 / label~e.19)
                                 :C v24)
                         :A (v17 / label
                                 :E (v27 / label~e.22)
                                 :C (v28 / label~e.23)))
                  :L (v9 / label~e.25)
                  :H (v10 / label
                          :A (v18 / label)
                          :A (v19 / label~e.26)
                          :P (v20 / label~e.27)
                          :D (v21 / label~e.29)))
           :P (v4 / label~e.3,5)
           :A (v5 / label~e.4)))
