# ::id 25752008
# ::tok Unser Hinabfahren dauerte schon eine Stunde lang .
# ::alignments 0-1.1.1.2.1 1-1.1.1.2.2 3-1.1.3 4-1.1.4.1 5-1.1.4.2 6-1.1.5
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :A (v7 / label)
                  :P (v8 / label
                         :E (v11 / label~e.0)
                         :C (v12 / label~e.1)))
           :D (v4 / label~e.3)
           :T (v5 / label
                  :E (v9 / label~e.4)
                  :C (v10 / label~e.5))
           :S (v6 / label~e.6)))
