# ::id 25828004
# ::tok Am folgenden Tag , dem 1 . Juni , machte die ›Nautilus‹ dieselben Bewegungen .
# ::alignments 0-1.1.1.1.1 1-1.1.1.1.2 2-1.1.1.1.3 4-1.1.1.2 5-1.1.1.3 7-1.1.1.3 10-1.1.3.1 11-1.1.3.2 12-1.1.4 13-1.1.5
(v1 / label
    :H (v2 / label
           :T (v3 / label
                  :E (v7 / label
                         :E (v12 / label~e.0)
                         :E (v13 / label~e.1)
                         :C (v14 / label~e.2))
                  :E (v8 / label~e.4)
                  :C (v9 / label~e.5,7))
           :A (v4 / label
                  :E (v10 / label~e.10)
                  :C (v11 / label~e.11))
           :D (v5 / label~e.12)
           :P (v6 / label~e.13)))
