# ::id 25676011
# ::tok Ganz richtig , gelehrter Conseil . Unter diesen Schal tieren nun sind alle die , welche Perlmutter ausscheiden , d.h . die blaue , bläulichviolette oder weiße Substanz , die das Innere ihrer Schalen auskleidet , fähig , Perlen zu erzeugen . « »
# ::alignments 0-1.1.3.3.1 1-1.1.3.3.2 3-1.1.3.3.3.1 4-1.1.3.3.3.2 6-1.1.3.1.1.1 7-1.1.3.1.1.2 8-1.1.3.1.1.3 9-1.1.3.1.1.4 12-1.1.3.1.4.1.1 13-1.1.3.1.4.1.2 15-1.1.3.1.4.2 16-1.1.3.1.4.3.1 17-1.1.3.1.4.4 19-1.1.3.1.4.3.2.2 21-1.1.3.1.4.3.2.3.1.1.1 22-1.1.3.1.4.3.2.3.1.1.2 24-1.1.3.1.4.3.2.3.1.2 25-1.1.3.1.4.3.2.3.1.3 26-1.1.3.1.4.3.2.3.1.4 27-1.1.3.1.4.3.2.3.2 29-1.1.3.1.4.3.2.4 30-1.1.3.1.4.3.2.5.1 31-1.1.3.1.4.3.2.5.2 32-1.1.3.1.4.3.2.5.3.1 33-1.1.3.1.4.3.2.5.3.2 34-1.1.3.1.4.3.2.6 36-1.1.3.1.5 38-1.1.3.1.6 40-1.1.3.1.8
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label)
           :P (v4 / label)
           :A (v5 / label
                  :H (v6 / label
                         :A (v8 / label
                                :R (v16 / label~e.6)
                                :E (v17 / label~e.7)
                                :E (v18 / label~e.8)
                                :C (v19 / label~e.9))
                         :A (v9 / label
                                :A (v20 / label
                                        :C (v26 / label~e.12)
                                        :R (v27 / label~e.13))
                                :R (v21 / label~e.15)
                                :A (v22 / label
                                        :C (v28 / label~e.16)
                                        :E (v29 / label
                                                :A v28
                                                :R (v30 / label~e.19)
                                                :A (v31 / label
                                                        :E (v35 / label
                                                                :C (v40 / label
                                                                        :E (v46 / label~e.21)
                                                                        :C (v47 / label~e.22))
                                                                :C (v41 / label~e.24)
                                                                :N (v42 / label~e.25)
                                                                :C (v43 / label~e.26))
                                                        :C (v36 / label~e.27))
                                                :R (v32 / label~e.29)
                                                :A (v33 / label
                                                        :E (v37 / label~e.30)
                                                        :C (v38 / label~e.31)
                                                        :E (v39 / label
                                                                :R (v44 / label~e.32)
                                                                :C (v45 / label~e.33)))
                                                :P (v34 / label~e.34)))
                                :P (v23 / label~e.17))
                         :D (v10 / label~e.36)
                         :A (v11 / label~e.38)
                         :P (v12 / label~e.40))
                  :H (v7 / label
                         :D (v13 / label~e.0)
                         :S (v14 / label~e.1)
                         :G (v15 / label
                                 :E (v24 / label~e.3)
                                 :C (v25 / label~e.4))))))
