# ::id 25414007
# ::tok Daß etwas daran war , konnte nicht mehr zweifelhaft sein , und die Ungläubigen waren eingeladen , ihren Finger auf die Wunde der ›Scotia‹ zu legen .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.3 5-1.1.2 6-1.1.3.1 7-1.1.3.2 8-1.1.4 11-1.2 12-1.3.6.1 13-1.3.6.2 15-1.3.8 17-1.3.9.1 18-1.3.9.2 19-1.3.1.1 20-1.3.1.2 21-1.3.1.3 22-1.3.1.4.1 23-1.3.1.4.2 25-1.3.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label
                  :R (v14 / label~e.0)
                  :A (v15 / label~e.1)
                  :S (v16 / label~e.2))
           :D (v6 / label~e.5)
           :D (v7 / label
                  :C (v17 / label~e.6)
                  :E (v18 / label~e.7))
           :S (v8 / label~e.8))
    :L (v3 / label~e.11)
    :H (v4 / label
           :A (v9 / label
                  :R (v19 / label~e.19)
                  :E (v20 / label~e.20)
                  :C (v21 / label~e.21)
                  :E (v22 / label
                          :R (v27 / label~e.22)
                          :C (v28 / label~e.23)))
           :P (v10 / label~e.25)
           :A (v11 / label
                   :E (v23 / label~e.12)
                   :C (v24 / label~e.13))
           :D (v12 / label~e.15)
           :A (v13 / label
                   :E (v25 / label~e.17)
                   :C (v26 / label~e.18))))
