# ::id 25498001
# ::tok Ich dachte , der Kommandant werde mir die Hand reichen , um unseren Vertrag zu besiegeln .
# ::alignments 0-1.1.1 1-1.1.2 3-1.1.3.1.1.1 4-1.1.3.3.4 6-1.1.3.1.3 7-1.1.3.1.4.1 8-1.1.3.1.4.2 9-1.1.3.1.5 11-1.1.3.2 12-1.1.3.3.1.1 13-1.1.3.3.1.2 15-1.1.3.3.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label~e.0)
           :P (v4 / label~e.1)
           :A (v5 / label
                  :H (v6 / label
                         :A (v9 / label
                                :E (v16 / label~e.3)
                                :C (v15 / label~e.4))
                         :A (v10 / label~e.6)
                         :A (v11 / label
                                 :E (v17 / label~e.7)
                                 :C (v18 / label~e.8))
                         :P (v12 / label~e.9))
                  :L (v7 / label~e.11)
                  :H (v8 / label
                         :A (v13 / label
                                 :E (v19 / label~e.12)
                                 :C (v20 / label~e.13))
                         :P (v14 / label~e.15)
                         :A v15))))
