# ::id 25509000
# ::tok » Herr Professor « , erwiderte Kapitän Nemo , » meine Elektrizität ist nicht die , welche jedermann kennt ; und das ist alles , was Sie mir Ihnen davon zu sagen gestatten wollen . «
# ::alignments 1-1.1.5.1.1.1 2-1.1.5.1.1.2 5-1.1.6 6-1.1.7.1 7-1.1.7.2 10-1.1.5.1.2.1 11-1.1.5.1.2.2 12-1.1.5.1.3 13-1.1.5.1.4 14-1.1.5.1.5.1 16-1.1.5.1.5.2.2 17-1.1.5.1.5.2.3 18-1.1.5.1.5.2.4 20-1.1.5.2 21-1.1.5.3.1 22-1.1.5.3.2 23-1.1.5.3.3 25-1.1.5.3.4.1 26-1.1.5.3.4.2 27-1.1.5.3.4.3 28-1.1.5.3.4.4.2 29-1.1.5.3.4.4.3 31-1.1.5.3.4.4.5 32-1.1.5.3.4.5 33-1.1.5.3.4.6
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :H (v6 / label
                         :G (v11 / label
                                 :E (v20 / label~e.1)
                                 :C (v21 / label~e.2))
                         :A (v12 / label
                                 :E (v22 / label~e.10)
                                 :C (v23 / label~e.11))
                         :S (v13 / label~e.12)
                         :D (v14 / label~e.13)
                         :A (v15 / label
                                 :C (v24 / label~e.14)
                                 :E (v25 / label
                                         :A v24
                                         :R (v32 / label~e.16)
                                         :A (v33 / label~e.17)
                                         :S (v34 / label~e.18))))
                  :L (v7 / label~e.20)
                  :H (v8 / label
                         :A (v16 / label~e.21)
                         :S (v17 / label~e.22)
                         :A (v18 / label~e.23)
                         :A (v19 / label
                                 :R (v26 / label~e.25)
                                 :A (v27 / label~e.26)
                                 :A (v28 / label~e.27)
                                 :A (v29 / label
                                         :A v28
                                         :A (v35 / label~e.28)
                                         :A (v36 / label~e.29)
                                         :P (v37 / label~e.31))
                                 :P (v30 / label~e.32)
                                 :D (v31 / label~e.33))))
           :P (v4 / label~e.5)
           :A (v5 / label
                  :E (v9 / label~e.6)
                  :C (v10 / label~e.7))))
