# ::id 25819008
# ::tok Aber ich und meine Genossen sind bereit , dies Manuskript auf zu bewahren , und wenn Sie uns die Freiheit geben ... « » Die Freiheit ! « sagte Kapitän Nemo und stand auf . »
# ::alignments 0-1.1.3.1 1-1.1.3.2.1.1 2-1.1.3.2.1.2 3-1.1.3.2.1.3.1 4-1.1.3.2.1.3.2 6-1.1.3.2.3 8-1.1.3.2.4.1 9-1.1.3.2.4.2 10-1.1.3.2.5 12-1.1.3.2.5 14-1.1.3.3 15-1.1.3.4 16-1.1.3.5.1 17-1.1.3.5.2 18-1.1.3.5.3.1 19-1.1.3.5.3.2 20-1.2.5.2 24-1.2.5.1.1 25-1.2.5.1.2 28-1.2.1 29-1.2.2.1 30-1.4.1 31-1.3 32-1.4.4 33-1.4.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v6 / label)
           :P (v7 / label)
           :A (v8 / label
                  :L (v14 / label~e.0)
                  :H (v15 / label
                          :A (v22 / label
                                  :C (v31 / label~e.1)
                                  :N (v32 / label~e.2)
                                  :C (v33 / label
                                          :E (v38 / label~e.3)
                                          :C (v39 / label~e.4)))
                          :D (v23 / label~e.6)
                          :A (v24 / label
                                  :E (v34 / label~e.8)
                                  :C (v35 / label~e.9))
                          :P (v25 / label~e.10,12))
                  :L (v16 / label~e.14)
                  :L (v17 / label~e.15)
                  :H (v18 / label
                          :A (v26 / label~e.16)
                          :A (v27 / label~e.17)
                          :A (v28 / label
                                  :E (v36 / label~e.18)
                                  :C (v37 / label~e.19))
                          :P (v21 / label~e.20))))
    :H (v3 / label
           :P (v9 / label~e.28)
           :A (v10 / label
                   :E (v19 / label~e.29)
                   :C (v12 / label~e.30))
           :A (v11 / label
                   :A (v20 / label
                           :E (v29 / label~e.24)
                           :C (v30 / label~e.25))
                   :P v21))
    :L (v4 / label~e.31)
    :H (v5 / label
           :A v12
           :P (v13 / label~e.32,33)))
