# ::id 25753008
# ::tok Durch die weit geöffneten Läden , indem das umgebende Wasser elektrisch beleuchtet war , verteilte sich das Licht mit vollständiger Klarheit .
# ::alignments 0-1.1.1.1.1 1-1.1.1.1.2 2-1.1.1.2 3-1.1.1.3 4-1.1.1.1.3 6-1.2 7-1.3.3.1 8-1.3.3.2 9-1.3.3.3 10-1.3.4 11-1.3.1 14-1.1.2 15-1.1.2 16-1.1.3.1 17-1.1.3.2 18-1.1.4.1 19-1.1.4.2 20-1.1.4.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label
                  :A (v12 / label
                          :R (v23 / label~e.0)
                          :E (v24 / label~e.1)
                          :C (v25 / label~e.4))
                  :D (v13 / label~e.2)
                  :S (v14 / label~e.3))
           :P (v6 / label~e.14,15)
           :A (v7 / label
                  :E (v15 / label~e.16)
                  :C (v16 / label~e.17))
           :A (v8 / label
                  :R (v17 / label~e.18)
                  :D (v18 / label~e.19)
                  :S (v19 / label~e.20)
                  :A v16))
    :L (v3 / label~e.6)
    :H (v4 / label
           :S (v9 / label~e.11)
           :A (v10 / label
                   :E (v20 / label~e.7)
                   :E (v21 / label~e.8)
                   :C (v22 / label~e.9))
           :D (v11 / label~e.10)))
