# ::id 25718005
# ::tok Ich zeigte Conseil auf der Karte des Mittelmeers die Stelle , wo dieses Riff sich befand . »
# ::alignments 0-1.1.1 1-1.1.2 2-1.1.3 3-1.1.4.1 4-1.1.4.2 5-1.1.4.3 6-1.1.4.4.1 7-1.1.4.4.2 8-1.1.5.1 9-1.1.5.2 11-1.1.5.3.2 12-1.1.5.3.3.1 13-1.1.5.3.3.2 14-1.1.5.3.4 15-1.1.5.3.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label~e.0)
           :P (v4 / label~e.1)
           :A (v5 / label~e.2)
           :A (v6 / label
                  :R (v8 / label~e.3)
                  :E (v9 / label~e.4)
                  :C (v10 / label~e.5)
                  :E (v11 / label
                          :R (v15 / label~e.6)
                          :C (v16 / label~e.7)))
           :A (v7 / label
                  :E (v12 / label~e.8)
                  :C (v13 / label~e.9)
                  :E (v14 / label
                          :A v13
                          :R (v17 / label~e.11)
                          :A (v18 / label
                                  :E (v20 / label~e.12)
                                  :C (v21 / label~e.13))
                          :S (v19 / label~e.14,15)))))
