# ::id 25817004
# ::tok Mein Herr « , sagte er zu mir in diesen Tagen , » es muß jetzt ein Ende haben , mein Gemüt muß davon frei werden . Ihr Nemo entfernt sich wieder vom Land und steuert dem Norden zu . Aber ich habe am Südpol satt bekommen und werde zum Nordpol nicht folgen . « »
# ::alignments 0-1.1.2.1.1.1 1-1.1.2.1.1.2 4-1.1.3 5-1.1.8 6-1.1.9.1 7-1.1.9.2 8-1.1.1.1 9-1.1.1.2 10-1.1.1.3 14-1.1.2.1.3 15-1.1.2.1.4 16-1.1.2.1.5.1 17-1.1.2.1.5.2 20-1.1.2.2.1.1 21-1.1.2.2.1.2 22-1.1.2.2.2 23-1.1.2.2.3 24-1.1.2.2.4 27-1.1.2.3.1.1 28-1.1.2.5.3 29-1.1.2.3.2 30-1.1.2.3.2 31-1.1.2.3.3 32-1.1.2.3.4.1 33-1.1.2.3.4.2 34-1.1.2.4 35-1.1.2.5.1 36-1.1.2.5.2.1 37-1.1.2.5.2.2 38-1.1.2.5.1 40-1.1.2.6 41-1.1.2.7.1 43-1.1.2.7.3.1 44-1.1.2.7.3.2 45-1.1.2.7.4 46-1.1.2.7.5 47-1.1.2.8 49-1.1.2.9.2.1 50-1.1.2.9.2.2 51-1.1.2.9.3 52-1.1.2.9.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :T (v3 / label
                  :R (v8 / label~e.8)
                  :E (v9 / label~e.9)
                  :C (v10 / label~e.10))
           :A (v4 / label
                  :H (v11 / label
                          :G (v22 / label
                                  :E (v44 / label~e.0)
                                  :C (v45 / label~e.1))
                          :D (v23 / label~e.14)
                          :T (v24 / label~e.15)
                          :S (v25 / label
                                  :E (v46 / label~e.16)
                                  :C (v47 / label~e.17)))
                  :H (v12 / label
                          :A (v26 / label
                                  :E (v48 / label~e.20)
                                  :C (v49 / label~e.21))
                          :D (v27 / label~e.22)
                          :A (v28 / label~e.23)
                          :S (v29 / label~e.24))
                  :H (v13 / label
                          :A (v30 / label
                                  :E (v50 / label~e.27)
                                  :C (v36 / label~e.28))
                          :P (v31 / label~e.29,30)
                          :D (v32 / label~e.31)
                          :A (v33 / label
                                  :R (v51 / label~e.32)
                                  :C (v52 / label~e.33)))
                  :L (v14 / label~e.34)
                  :H (v15 / label
                          :P (v34 / label~e.35,38)
                          :A (v35 / label
                                  :E (v53 / label~e.36)
                                  :C (v54 / label~e.37))
                          :A v36)
                  :L (v16 / label~e.40)
                  :H (v17 / label
                          :A (v37 / label~e.41)
                          :A (v38 / label
                                  :R (v55 / label~e.43)
                                  :C (v56 / label~e.44))
                          :S (v39 / label~e.45)
                          :D (v40 / label~e.46))
                  :L (v18 / label~e.47)
                  :H (v19 / label
                          :A (v41 / label
                                  :R (v57 / label~e.49)
                                  :C (v58 / label~e.50))
                          :D (v42 / label~e.51)
                          :P (v43 / label~e.52)
                          :A v37))
           :P (v5 / label~e.4)
           :A (v6 / label~e.5)
           :A (v7 / label
                  :R (v20 / label~e.6)
                  :C (v21 / label~e.7))))
